,Attribute,ChildDeps,ChildPOS,ChildWords,Class,ParentDeps,ParentPOS,ParentWords,Sentence
2921,native,"[u'det', u'case', u'amod']","[u'DT', u'IN', u'JJ']","[u'the', u'at', u'x']",0,"[u'nsubj', u'nmod']","[u'JJ', u'NN']","[u'usable', u'something']",this makes the screen less usable than something at x native
2922,product,[u'amod'],[u'JJ'],[u'refurbished'],0,[u'nsubj'],[u'VBZ'],[u'seems'],refurbished product seems to come with a lot less bloatware
2923,,[],[],[],0,[],[],[],i can go from typing a report on the keyboard to scribbling and highlighting with the stylus in less then seconds
2924,computer,"[u'case', u'det', u'amod']","[u'IN', u'DT', u'JJ']","[u'on', u'a', u'regular']",0,[u'nmod'],[u'VBG'],[u'installing'],if you want to reinstall windows or upgrade to pro its just like installing it on a regular computer and asus provides all the required drivers on their site to do so
2925,drive,"[u'det', u'compound', u'cc', u'conj']","[u'DT', u'NN', u'CC', u'NNS']","[u'a', u'cd', u'but', u'i']",1,[u'nsubj'],[u'VB'],[u'use'],it would be nice to have a cd drive but its not something i use later
2926,part,[],[],[],0,[u'compound'],[u'NN'],[u'student'],im a white collar professional a part time graduate student and also spend a lot of weekends on the road visiting friends out of town
2927,drive,"[u'amod', u'amod', u'compound']","[u'JJ', u'JJ', u'NN']","[u'internal', u'solid', u'state']",0,[u'dobj'],[u'VBP'],[u'express'],it comes with a samsung sm m gb pci express internal solid state drive ssd mzhpvhdgl
2928,,[],[],[],0,[],[],[],i had to go back to a previous session which in turn made me lose several programs i had already loaded
2929,computers,[u'det'],[u'DT'],[u'both'],0,[u'dobj'],[u'VBD'],[u'owned'],ive owned both computers for less than a week and hopefully this review will make your decision easier
2930,warranty,[],[],[],1,[u'compound'],[u'NN'],[u'process'],hopefully the warranty process will be much better
2931,years,"[u'amod', u'nmod', u'det', u'amod']","[u'JJ', u'NN', u'DT', u'JJ']","[u'complementary', u'pad', u'a', u'few']",0,"[u'conj', u'nmod:npmod']","[u'NN', u'RB']","[u'r', u'back']",packaging used to be nicer and classier than this back when i had the mx r no add ons or complementary items like a mouse pad or a cap which both ive got a few years back when i got my previous laptop
2932,life,"[u'amod', u'acl:relcl']","[u'JJR', u'VBP']","[u'easier', u'wish']",0,[u'iobj'],[u'VB'],[u'make'],it will make life so much easier next semester just wish i had it last semester
2933,,[],[],[],0,[],[],[],lastly the laptop comes with a ton of bloatware so you may want to reset windows in which case heres the link to the drivers http www
2934,name,"[u'case', u'case', u'det', u'amod', u'compound']","[u'IN', u'IN', u'DT', u'JJ', u'NN']","[u'than', u'on', u'the', u'first', u'generation']",1,"[u'nmod', u'compound']","[u'JJR', u'NN']","[u'better', u'trackpad']",the trackpad is much better than on the first generation model but still nowhere close to apples its jerky not as precise as the name precision trackpad would suggest and if you rest your thumb on it by accident it doesnt respond when you try to control the pointer with your other finger whereas the mac trackpad is smart enough to overlook the resting thumb
2935,,[],[],[],0,[],[],[],touchscreen capability becomes second nature after a few months
2936,drive,"[u'mark', u'nsubj', u'ccomp']","[u'IN', u'NN', u'NN']","[u'if', u'youre', u'contender']",0,"[u'dep', u'amod']","[u'RB', u'JJ']","[u'overall', u'dvdcd']",overall if youre looking for a midrange machine with an included dvdcd readwrite drive this is a solid contender
2937,,[],[],[],0,[],[],[],comdell da universal adapterdpbomtrefcmcrarpdproducttoputf to work properly
2938,,[],[],[],0,[],[],[],a charge last hours
2939,power,"[u'case', u'case']","[u'TO', u'IN']","[u'to', u'on']",0,[u'nmod'],[u'VBD'],[u'tried'],i thought it was strange but paid no heed until the next day when i tried to power it back on
2940,years,"[u'nsubj', u'cop', u'case', u'nmod:poss', u'amod', u'amod', u'advmod']","[u'PRP$', u'VBN', u'IN', u'PRP$', u'JJ', u'JJ', u'IN']","[u'its', u'been', u'since', u'my', u'last', u'dell', u'ago']",0,[u'acl:relcl'],[u'JJ'],[u'same'],dell support is well the same its been since my last dell years ago
2941,product,[u'det'],[u'DT'],[u'this'],0,[u'dobj'],[u'VBN'],[u'used'],i have used this product for checking and writing email writing for my blog shopping surfing the websites and updating social media
2942,computer,[u'det'],[u'DT'],[u'this'],0,[u'dobj'],[u'VBG'],[u'using'],i actually prefer using this computer in public and i carry it everywhere
2943,display,"[u'case', u'det']","[u'CC', u'DT']","[u'but', u'the']",0,[u'nmod'],[u'NN'],[u'outside'],no damage on the outside but the display is toast
2944,,[],[],[],0,[],[],[],my last laptop had a resolutionx
2945,,[],[],[],1,[],[],[],oh and cortana the assistant it would be great if you could choose what search engine it uses but alas microsoft handcuffed themselves to bing
2946,disk,"[u'det', u'amod']","[u'DT', u'JJ']","[u'an', u'optical']",0,[u'dobj'],[u'VBD'],[u'used'],i dont remember the last time i used an optical disk
2947,year,[u'nummod'],[u'DT'],[u'a'],0,[u'nmod:npmod'],[u'RB'],[u'ago'],i bought this chrome book less than a year ago
2948,battery,"[u'mark', u'nsubj', u'aux', u'cop', u'det', u'amod', u'amod', u'acl:relcl', u'nummod', u'nmod:poss', u'amod', u'compound']","[u'IN', u'PRP', u'MD', u'VB', u'DT', u'JJ', u'JJ', u'VBP', u'CD', u'PRP$', u'JJ', u'NN']","[u'that', u'it', u'would', u'be', u'a', u'good', u'second', u'have', u'four', u'its', u'diminished', u'battery']",1,"[u'ccomp', u'nmod:npmod', u'nsubj', u'compound']","[u'VBD', u'JJ', u'VBZ', u'NN']","[u'were', u'old', u'makes', u'life']",my expectations for this were that it would be a very good second computer i have a four year old macbook which is still in good working condition though its diminished battery life makes it impractical to take places and those expectations have been met and exceeded
2949,computer,"[u'det', u'acl']","[u'DT', u'VB']","[u'the', u'turn']",0,"[u'compound', u'dobj']","[u'NN', u'VB']","[u'management', u'allow']",click on power management and uncheck allow the computer to turn off this device to save powernow go to universal serial bus controllers and do the same for all the devices
2950,computer,"[u'case', u'det']","[u'TO', u'DT']","[u'to', u'the']",0,[u'nmod'],[u'VBZ'],[u'supplies'],same with the dells the dells both have a standard us plug that connects to a transformer in the middle which then supplies the dc to the computer
2951,product,"[u'amod', u'compound']","[u'JJ', u'NN']","[u'bad', u'product']",1,"[u'nsubj', u'compound', u'nsubj', u'compound']","[u'VBD', u'NNS', u'VBZ', u'NN']","[u'started', u'lines', u'takes', u'warranty']",bad product suddenly started showing screen bleeding lines amazon doesnt take a return after days i hope product warranty takes care of it
2952,size,"[u'nsubj', u'cop', u'det', u'acl:relcl']","[u'NN', u'VBZ', u'DT', u'VBP']","[u'thing', u'is', u'the', u'wish']",1,[],[],[],only other bad thing about it is the size i wish it was smaller or sleeker with thinner bezels
2953,,[],[],[],1,[],[],[],i really thought it would be a great balance between laptop and a tablet to read on
2954,,[],[],[],1,[],[],[],it would be nice if the caps lock and num lock keys had indicator lights
2955,,[],[],[],0,[],[],[],after a few rounds with the tech support on the phone we had to mail it back to texas for repair
2956,,[],[],[],0,[],[],[],i usually have to click a second time and much harder
2957,,[],[],[],0,[],[],[],however i decided to return it because it seemed too lightweight and looked like it would break with any regular use
2958,computer,"[u'det', u'amod', u'det', u'case', u'nummod', u'advmod', u'det', u'det', u'acl']","[u'DT', u'JJ', u'DT', u'IN', u'NN', u'JJR', u'DT', u'DT', u'VBN']","[u'the', u'same', u'the', u'in', u'year', u'less', u'a', u'the', u'returned']",0,"[u'dobj', u'nsubj', u'nmod', u'nummod']","[u'VBD', u'VBN', u'VBN', u'NN']","[u'purchased', u'burned', u'burned', u'computer']",now being a man he purchased the same computer at costco and now the screen has burned out in less than a year the computer returned to asus and they are wanting to repair
2959,playback,"[u'nsubj', u'cop', u'advmod', u'nmod', u'case', u'amod', u'cc', u'conj']","[u'JJ', u'VBZ', u'NN', u'NN', u'IN', u'JJ', u'CC', u'NN']","[u'next', u'is', u'hdmi', u'display', u'for', u'external', u'and', u'support']",0,"[u'nmod', u'compound']","[u'NN', u'NN']","[u'port', u'support']",next is an hdmi out port for external display and audio playback support
2960,years,"[u'case', u'det', u'amod']","[u'IN', u'DT', u'JJ']","[u'for', u'the', u'last']",0,[u'nmod'],[u'NN'],[u'pain'],dont buy on of these it a big pain in the ass and im work with pc every day for the last years
2961,,[],[],[],0,[],[],[],i get about hours which almost last me the day
2962,product,"[u'det', u'nummod']","[u'DT', u'NNS']","[u'this', u'months']",0,[u'nmod:npmod'],[u'RB'],[u'ago'],i bought this product less than months ago
2963,years,"[u'case', u'amod']","[u'TO', u'JJ']","[u'to', u'last']",0,[u'nmod'],[u'VBP'],[u'follow'],the lenovo ideapad s is the budget follow up to last years s
2964,years,"[u'case', u'det', u'amod', u'amod']","[u'IN', u'DT', u'JJ', u'JJ']","[u'in', u'the', u'last', u'few']",0,[u'nmod'],[u'VBN'],[u'produced'],web streaming of news and mediai would not recommend for any resource intensive games anything produced in the last few years
2965,hour,"[u'mark', u'cop', u'advmod', u'advmod']","[u'TO', u'VB', u'JJR', u'DT']","[u'to', u'be', u'less', u'an']",0,[u'xcomp'],[u'VBZ'],[u'seems'],charging time seems to be less than an hour to
2966,screen,[u'det'],[u'DT'],[u'the'],0,[u'dobj'],[u'VB'],[u'lastly'],lastly the screen
2967,user,"[u'det', u'amod', u'nmod']","[u'DT', u'JJ', u'NNS']","[u'a', u'regular', u'programs']",0,"[u'compound', u'dobj']","[u'NN', u'VBD']","[u'etc', u'arent']",yeah you have access to google drive etc but if you arent already a regular user of those programs then it isnt worth it
2968,users,"[u'case', u'compound', u'advmod']","[u'IN', u'NNS', u'RB']","[u'with', u'windows', u'regularly']",0,[u'nmod'],[u'NN'],[u'interact'],i interact with windows users regularly and as a result ive found it useful to also purchase microsoft office for mac
2969,screen,"[u'nmod:poss', u'amod', u'amod']","[u'PRP$', u'JJ', u'VBN']","[u'its', u'black', u'i']",1,[u'dobj'],[u'VBP'],[u'total'],junk bought it months ago probably used less than hours total now its black screen dead i thought it would be a great second laptop but its too small and slow to do anything more than surf the net
2970,year,[u'nummod'],[u'DT'],[u'a'],0,[u'nmod:npmod'],[u'RB'],[u'later'],less than a year later the touch pad is no longer responsive
2971,computer,[],[],[],0,[u'compound'],[u'NN'],[u'outside'],just if you want to do anything on the computer outside of the internet look into an actual laptop
2972,battery,"[u'nsubj', u'cop', u'advmod', u'det', u'acl', u'advmod']","[u'PRP', u'VBD', u'RB', u'DT', u'VBN', u'RB']","[u'it', u'was', u'just', u'the', u'left', u'however']",0,[u'ccomp'],[u'VBD'],[u'thought'],though it was strange i thought it was just the battery since it had been left in sleep mode when i left something id done times before with no incident however
2973,computer,[u'det'],[u'DT'],[u'the'],0,[u'nmod:npmod'],[u'RB'],[u'later'],i explained the situation with the wireless and keyboard i was sent a box shipped it to hp and a week later the computer came back fixed
2974,part,"[u'det', u'acl:relcl']","[u'DT', u'VBZ']","[u'the', u'connects']",0,"[u'compound', u'dobj']","[u'NN', u'VBG']","[u'cord', u'missing']",power cord was missing the part that connects to outlet
2975,port,"[u'amod', u'compound', u'compound', u'compound', u'compound', u'compound', u'nummod', u'compound', u'cc', u'conj']","[u'JJ', u'NN', u'NN', u'NN', u'NN', u'NN', u'CD', u'NN', u'CC', u'NN']","[u'hdmi', u'port', u'vga', u'port', u'ethernet', u'port', u'one', u'usb', u'and', u'hole']",0,"[u'compound', u'dep', u'compound', u'compound', u'compound', u'compound', u'nsubj']","[u'NNS', u'NNS', u'NN', u'NN', u'NN', u'NN', u'VBZ']","[u'ports', u'ports', u'type', u'type', u'type', u'type', u'has']",on the left side of the laptop starting from the front it has two usb ports hdmi port vga port ethernet port one usb type c port and a lock hole for attaching laptop locks for security
2976,package,[],[],[],0,[u'nsubj'],[u'VBG'],[u'missing'],package was missing the stylus
2977,computer,"[u'case', u'nmod:poss', u'amod']","[u'IN', u'PRP$', u'JJ']","[u'from', u'my', u'last']",0,[u'nmod'],[u'NN'],[u'info'],i had some difficulty migrating info from my last computer because it kept crashing
2978,,[],[],[],1,[],[],[],if i had any complaint it would be to be able to disable the touchpad and have it stay off until turned back on
2979,screen,"[u'det', u'acl:relcl', u'case', u'nmod:poss', u'amod', u'compound']","[u'DT', u'VBP', u'TO', u'PRP$', u'JJ', u'NN']","[u'a', u'prefer', u'to', u'my', u'ipad', u'gs']",0,"[u'compound', u'dobj', u'nmod']","[u'NN', u'VBP', u'VBP']","[u'ive', u'have', u'prefer']",this is the second asus laptop of about this size ive seen both have a screen i actually prefer to my ipad gs screen
2980,warranty,"[u'case', u'amod', u'acl', u'case']","[u'IN', u'JJ', u'VBG', u'IN']","[u'with', u'asus', u'giving', u'of']",0,"[u'nmod', u'nmod']","[u'VBN', u'JJ']","[u'had', u'outside']",it appears that we will be changing this policy as we have had some issues with asus parts giving up just outside of warranty
2981,customer,[],[],[],0,[u'compound'],[u'NN'],[u'service'],parroting back the same troubleshooting steps is not customer service
2982,ram,"[u'det', u'det', u'amod', u'compound']","[u'DT', u'DT', u'JJ', u'NN']","[u'the', u'the', u'additional', u'ram']",0,"[u'nsubj', u'conj', u'compound']","[u'VB', u'NN', u'NN']","[u'handle', u'gaming', u'slot']",the processor can handle itself outside of gaming and the additional ram slot is a godsend
2983,ram,"[u'det', u'amod', u'compound', u'nmod', u'case']","[u'DT', u'JJ', u'NN', u'FW', u'IN']","[u'the', u'same', u'model', u'i', u'of']",0,"[u'compound', u'dobj', u'compound', u'nmod']","[u'NN', u'VBZ', u'NN', u'VBN']","[u'outside', u'has', u'number', u'gb']",i purchased this computer outside of amazon it has the same model number but i have gb of ram
2984,,[],[],[],1,[],[],[],the touchscreen while i thought it would be rarely used is a cool feature to have when i dont have a mouse
2985,years,"[u'det', u'amod', u'compound', u'amod', u'nummod']","[u'DT', u'JJ', u'NN', u'VBN', u'CD']","[u'the', u'last', u'laptop', u'purchased', u'eight']",0,"[u'nsubj', u'nmod:npmod']","[u'NN', u'RB']","[u'macbook', u'ago']",the last laptop computer i purchased was a inch macbook somewhere around eight years ago
2986,drive,"[u'case', u'det', u'amod', u'det', u'acl:relcl']","[u'IN', u'DT', u'JJ', u'DT', u'VBZ']","[u'in', u'the', u'optical', u'the', u'hangs']",0,"[u'nmod', u'dobj']","[u'NN', u'VBG']","[u'holding', u'pulling']",speaking of which month into ownership it turns out that the screw holding in the optical drive is missing and i cant send this in to have one screw replaced so i run the risk of pulling out the drive if t hangs up in my back pack or i accidentally pull on it
