Cluster,Probability,Label,Sentence
15,0.999982637,0,had one few years ago provided by my job when i retired i didnt feel i could afford one so i bought another hplasted less than years before it crashed
0,0.985811515,0,i often find myself pinching to zoom which also makes the screen size much less of a problem
17,0.999997048,0,were sent to a support web site that did not work subsequent one hour chat straightened that out
15,0.668660454,0,used less than a year
0,0.999174946,0,touch pad sticks and makes screeching noise when you depress caps locks button you have to depress multiple times to make it work back lid of the screen uneven
32,0.994595361,0,three months after that previous service she hadnt used it for several weeks and when she went to verify the battery level before going on a trip it wouldnt boot up
8,0.999862676,0,for those with whom you share your chrome device regularly you can add them to the list of permanent users
15,0.958537217,1,this represents an area in which dell will hopefully make improvements in its next gen model
39,0.479204947,1,hopefully some kind of resolution will be forthcoming
23,0.999002502,0,the battery seems to last her all day
32,0.515026185,0,it is now running on windows and still has the same multiple daily system crashes
28,0.832925381,0,it has less memory than my cell phone
30,0.999995273,0,i used a hulking beast of a laptop up until last week when its battery charge holding capabilities became virtually non existant
0,0.855436334,0,the lenovo brand is solid and seem to be built to last
15,0.999999606,0,i bought one of these for my wife last year an just bought this one for my teenager so she can do her homework without stealing my work laptop
30,0.997860805,0,the computer had no charge when i got it but it took less than an hour to charge to once i plugged it in
17,0.999869164,0,the laptop was checked on the local lenovo service center and they charged me to import the spare screen and replace it
15,0.988129926,0,it was in sale for last year which is a steal
32,0.989479296,0,not recommended at all the screen stopped working in less than months
